"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-02","0","0","0",",0","5",",0","3",",0",,,"5",",0","0",",0","23",",0","3",",0","1",",0","0",",0","7",",0,08,",,,"6.5",",,0,07,","0.35",",,0,07,","72",",0,27,",,,"827",",0","0.80",",,,0","13.8",",,,0","36.5",",0","49.2",",,,0","23.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-03","0","0","0",",0","8",",0","5",",0",,,"8",",0","0",",0","26",",0","2",",0","0",",0","0",",0","2",",0,01,",,,"4.0",",,0,31,","0.32",",,0,27,","67",",0,15,+",,,"810",",0","1.18",",,,0","18.0",",,,0","38.9",",0","51.5",",,,0","26.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-04","1","0","1",",0","3",",0","3",",0",,,"2",",0","0",",0","13",",0","0",",0","9",",0","0",",0","18",",0,03,",,,"4.0",",,0,24,","1.14",",,0,24,","83",",0,21,",,,"521",",0","2.17",",,,0","5.5",",,,0","47.7",",0","61.4",",,,0","33.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-05","2","0","1",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","36",",0,18,+","0",",,0,31,+","0.0",",,0,31,+","0.59",",,0,01,","84",",0,28,",,,"294",",0","2.48",",,,0","0.0",",,,0","55.6",",0","68.8",",,,0","42.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-06","212","0","210",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","43",",0,02,","0",",,0,30,+","0.0",",,0,30,+","0.32",",,0,30,","99",",0,25,+",,,"9",",0","0.32",",,,0","0.0",",,,0","71.7",",0","89.5",",,,0","53.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-08",,,"216",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","48",",0,31,","0",",,0,31,+","0.0",",,0,31,+","0.37",",,0,26,","98",",0,07,+",,,"1",",0","0.92",",,,0","0.0",",,,0","71.9",",0","87.1",",,,0","56.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-09",,,"85",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","40",",0,23,","0",",,0,30,+","0.0",",,0,30,+","0.55",",,0,20,","92",",0,19,",,,"64",",0","1.18",",,,0","0.0",",,,0","65.7",",0","81.4",",,,0","50.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-10",,,"3",",0","3",",0","2",",0","0","3,0","1","1,0","0",",0","10",",0","0",",0","12",",0","0",",0","19",",0,24,","0","3,,0,31,+","2.0","1,,0,27,","0.35",",,0,16,","83",",0,09,+",,,"389",",0","0.60",",,,0","2.0","1,,,0","52.5",",0","67.1",",,,0","38.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-11",,,"1","1,0","4",",0","4",",0",,,"4",",0","0","1,0","18","1,0","2",",0","7",",0","0",",0","12","1,0,27,",,,"4.0",",,0,14,","0.50",",,0,14,","78",",0,07,",,,"634",",0","1.14",",,,0","9.5",",,,0","43.4","1,0","56.5",",,,0","30.2","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-12",,,"0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","17",",0","3",",0","4",",0","0",",0","11",",0,24,","0",",,0,31,+","0.5",",,0,02,","0.10",",,0,02,","76",",0,17,",,,"650",",0","0.17",",,,0","0.5",",,,0","44.1",",0","57.1",",,,0","31.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-01","0","0","0",",0","2",",0","1",",0","0",",0","1",",0","0",",0","27",",0","2",",0","1",",0","0",",0","11",",0,30,+","0",",,0,31,+","4.5",",,0,16,","0.15",",,0,16,","71",",0,23,",,,"808",",0","0.19",",,,0","5.0",",,,0","38.9",",0","52.2",",,,0","25.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-02","0","0","0",",0","2",",0","1",",0",,,"2",",0","2",",0","21",",0","3",",0","5",",0","0",",0","-10",",0,11,",,,"5.5",",,0,10,","0.32",",,0,10,","74",",0,20,",,,"721",",0","0.37",",,,0","7.0",",,,0","39.3",",0","53.8",",,,0","24.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-03","0","0","0",",0","7",",0","6",",0",,,"4",",0","0",",0","25",",0","0",",0","1",",0","0",",0","17",",0,08,",,,"6.5",",,0,07,","0.91",",,0,04,","70",",0,26,",,,"708",",0","2.31",",,,0","16.0",",,,0","42.2",",0","55.1",",,,0","29.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-04","9","0","9",",0","5",",0","3",",0","0","1,0","0","1,0","0",",0","3",",0","0",",0","19",",0","0",",0","28",",0,05,","0","1,,0,30,+","0.0","1,,0,30,+","0.62",",,0,03,","84",",0,26,",,,"259",",0","1.16",",,,0","0.0","1,,,0","56.7",",0","71.2",",,,0","42.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-05","16","0","7",",0","18",",0","10",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","31",",0,10,","0",",,0,31,+","0.0",",,0,31,+","1.00",",,0,28,","86",",0,02,",,,"314",",0","4.47",",,,0","0.0",",,,0","55.1",",0","67.0",",,,0","43.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-06","167","0","151",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","39",",0,16,","0",",,0,30,+","0.0",",,0,30,+","0.74",",,0,26,","96",",0,23,",,,"29",",0","1.75",",,,0","0.0",",,,0","69.1",",0","84.9",",,,0","53.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-07","365","0","198","1,0","10",",0","8",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","14",",0","48","1,0,27,","0",",,0,31,+","0.0",",,0,31,+","0.64",",,0,02,","97",",0,21,","4","0","4",",0","1.97",",,,0","0.0",",,,0","71.6","1,0","87.6",",,,0","55.7","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-08","495","0","130",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","49",",0,10,","0",",,0,31,+","0.0",",,0,31,+","0.38",",,0,09,","94",",0,04,","19","0","15",",0","1.20",",,,0","0.0",",,,0","68.7",",0","82.5",",,,0","54.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-09","519","0","24",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","41",",0,17,","0",",,0,30,+","0.0",",,0,30,+","0.54",",,0,24,","86",",0,28,+","58","0","39",",0","1.45",",,,0","0.0",",,,0","64.5",",0","79.0",",,,0","50.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-10","519","0","0",",0","11",",0","5",",0",,,"2",",0","0",",0","6",",0","0",",0","11",",0","0",",0","24",",0,25,",,,"2.0",",,0,25,","0.25",",,0,31,+","77",",0,07,","503","0","444",",0","1.29",",,,0","3.0",",,,0","50.7",",0","62.7",",,,0","38.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-11","519","0","0","1,0","1",",0","1",",0","0","5,0","1",",0","0","1,0","8","1,0","0",",0","3",",0","0",",0","16","1,0,27,","0","5,,0,30,+","2.0",",,0,26,","0.21",",,0,26,","75",",0,17,","1055","0","552",",0","0.21",",,,0","2.0",",,,0","45.9","1,0","57.3",",,,0","34.6","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1981-12","519","0","0",",0","5",",0","2",",0",,,"2",",0","0",",0","22",",0","4",",0","0",",0","0",",0","7",",0,23,",,,"3.0",",,0,22,","0.28",",,0,22,","69",",0,06,","1927","0","872",",0","0.55",",,,0","7.3",",,,0","36.9",",0","48.2",",,,0","25.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-01","0","0","0","2,0","1",",0","0",",0",,,"1",",0","0","2,0","27","2,0","2",",0","1",",0","0",",0","1","2,0,16,+",,,"1.0",",,0,12,","0.02",",,0,12,","72",",0,26,","2861","0","934",",0","0.02",",,,0","1.0",",,,0","33.0","2,0","47.3",",,,0","18.8","2,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-02","0","0","0","1,0","3",",0","1",",0",,,"3","1,0","4","1,0","19","1,0","6",",0","2",",0","0",",0","-14","1,0,05,",,,"2.0","1,,0,01,","0.17",",,0,01,","77",",0,21,","3656","0","795",",0","0.29",",,,0","4.0","1,,,0","35.5","1,0","49.6",",,,0","21.3","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-03","0","0","0",",0","3",",0","3",",0",,,"2",",0","0",",0","18",",0","0",",0","1",",0","0",",0","16",",0,25,",,,"2.0",",,0,04,","0.38",",,0,04,","70",",0,11,","4312","0","656",",0","0.61",",,,0","3.5",",,,0","43.8",",0","57.6",",,,0","30.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-04","0","0","0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","11",",0","0",",0","18",",0,21,","0",",,0,30,+","0.0",",T,0,20,","0.15",",,0,20,","81",",0,11,","4759","0","447",",0","0.33",",,,0","0.0",",T,,0","50.1",",0","65.6",",,,0","34.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-05","2","0","2","1,0","12",",0","9",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","17",",0","0",",0","28","1,0,06,","0",",,0,31,+","0.0",",,0,31,+","1.90",",,0,13,","82",",0,02,","5044","0","285",",0","4.65",",,,0","0.0",",,,0","55.8","1,0","69.3",",,,0","42.3","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-06","31","0","29",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","40",",0,09,+","0",",,0,30,+","0.0",",,0,30,+","0.83",",,0,18,","93",",0,28,","5156","0","112",",0","1.71",",,,0","0.0",",,,0","62.2",",0","76.2",",,,0","48.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-07","236","0","204","1,0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","11","1,0","50",",0,10,","0",",,0,31,+","0.0",",,0,31,+","1.02",",,0,27,","98","1,0,23,","3","0","3","1,0","3.45",",,,0","0.0",",,,0","71.8","1,0","86.2","1,,,0","57.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-08","473","0","237",",0","11",",0","5",",0",,,"0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","56",",0,29,+",,,"0.0",",,0,31,+","1.65",",,0,20,","93",",0,01,","3","0","0",",0","2.72",",,,0","0.0",",,,0","72.6",",0","86.3",",,,0","59.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-09","516","0","43","2,0","11",",0","8",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","20","1,0","0","1,0","39","1,0,30,","0",",,0,30,+","0.0",",,0,30,+","1.56",",,0,13,","89","1,0,04,","145","0","142","1,0","4.36",",,,0","0.0",",,,0","61.4","2,0","73.0","1,,,0","49.7","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-10","516","0","0","1,0","9",",0","5",",0","0",",0","1",",0","0","1,0","7","1,0","0",",0","10",",0","0",",0","27","1,0,20,+","0",",,0,31,+","1.5",",,0,19,","0.39",",,0,19,","76",",0,07,","579","0","433",",0","1.43",",,,0","1.5",",,,0","50.5","1,0","63.8",",,,0","37.2","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1982-12",,,"0","1,0","7","1,0","3","1,0",,,"5",",0","0","1,0","26","1,0","4","1,0","0","1,0","0","1,0","3","1,0,28,",,,"18.0",",,0,24,","1.14","1,,0,24,","69","1,0,17,",,,"894","1,0","1.52","1,,,0","23.5",",,,0","35.2","1,0","46.6","1,,,0","23.8","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-01",,,,,"2",",0","0",",0","4","5,0","0",",0",,,,,,,,,,,,,"3","5,,0,06,","0.1",",,0,31,+","0.05",",,0,21,",,,,,,,"0.07",",,,0","0.2",",,,0",,,,,,
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-03",,,"0","4,0","11",",0","7",",0","14",",0","6",",0","0","4,0","21","4,0","3",",0","0",",0","0",",0","8","4,0,21,","12",",,0,17,+","8.0",",,0,16,","1.39",",,0,05,","69",",0,13,",,,"755",",0","4.61",",,,0","22.5",",,,0","38.2","4,0","49.9",",,,0","26.4","4,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-04",,,"0","2,0","10",",0","8",",0","8",",0","5",",0","0","1,0","13","1,0","1","2,0","5","2,0","0","2,0","12","1,0,06,","8",",,0,04,","5.0",",,0,13,+","0.64",",,0,21,","74","2,0,24,",,,"589","2,0","2.89",",,,0","17.5",",,,0","44.0","2,0","56.5","2,,,0","31.4","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-05",,,"16","5,0","17",",0","9",",0","0",",0","0",",0","0",",0","2",",0","0","5,0","11","5,0","0","5,0","30",",0,12,","0",",,0,31,+","0.0",",,0,31,+","2.77",",,0,17,","88","5,0,26,",,,"300","5,0","5.55",",,,0","0.0",",,,0","53.8","5,0","67.5","5,,,0","40.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-06",,,"51","4,0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","21","4,0","2","4,0","33",",0,06,","0",",,0,30,+","0.0",",,0,30,+","0.63",",,0,27,","93","4,0,18,",,,"100","4,0","2.56",",,,0","0.0",",,,0","63.0","4,0","78.2","4,,,0","47.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-07",,,"230","2,0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","12","2,0","47",",0,04,","0",",,0,31,+","0.0",",,0,31,+","1.78",",,0,10,","96","2,0,09,","2","0","2","2,0","2.84",",,,0","0.0",",,,0","72.6","2,0","87.6","2,,,0","57.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-08",,,"301",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","55",",0,28,+","0",",,0,31,+","0.0",",,0,31,+","0.31",",,0,22,","96",",0,16,","2","0","0",",0","0.79",",,,0","0.0",",,,0","74.7",",0","90.2",",,,0","59.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-09",,,"93","2,0","4",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0","2,0","25","2,0","9","2,0","26",",0,21,","0",",,0,30,+","0.0",",,0,30,+","0.18",",,0,19,","100","2,0,02,","69","0","67","2,0","0.38",",,,0","0.0",",,,0","65.7","2,0","83.4","2,,,0","48.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-10",,,"0","3,0","7",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0","3,0","17","3,0","0","3,0","26",",0,25,","0",",,0,31,+","0.0",",,0,31,+","0.10",",,0,11,","80","3,0,23,+","389","0","320","3,0","0.30",",,,0","0.0",",,,0","53.8","3,0","70.5","3,,,0","37.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-11",,,"0","4,0","9",",0","6",",0","11",",0","5",",0","0",",0","16",",0","3","4,0","5","4,0","0","4,0","6",",0,23,","18",",,0,27,","11.5",",,0,27,","0.95",",,0,27,","74","4,0,07,+","1019","0","630","4,0","3.46",",,,0","30.2",",,,0","40.6","4,0","54.3","4,,,0","27.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1983-12",,,"0","4,0","8",",0","3",",0","25",",0","4","2,0","8",",0","31",",0","11","4,0","0","4,0","0","4,0","-15",",0,22,+","9",",,0,28,+","3.0","2,,0,24,+","0.24",",,0,24,","54","4,0,08,","2189","0","1170","4,0","0.88",",,,0","11.0","2,,,0","21.3","4,0","32.9","4,,,0","9.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-01","0","0","0","3,0","5",",0","2",",0","17",",0","2",",0","5","2,0","28","2,0","8","1,0","1","1,0","0","1,0","-19","2,0,18,","5",",,0,18,+","2.8",",,0,14,","0.26",",,0,14,","71","1,0,05,","3168","0","978","1,0","0.55",",,,0","6.4",",,,0","30.0","3,0","43.2","1,,,0","16.7","2,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-02","0","0","0",",0","7",",0","3",",0","4","2,0","3","1,0","0",",0","29",",0","0",",0","0",",0","0",",0","10",",0,28,","5","2,,0,26,","4.0","1,,0,26,","0.31",",,0,26,","66",",0,01,","4005","0","837",",0","0.81",",,,0","8.9","1,,,0","36.1",",0","49.5",",,,0","22.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-03","0","0","0","3,0","9",",0","6",",0","11",",0","6",",0","0",",0","28",",0","0","3,0","0","3,0","0","3,0","12",",0,05,","6",",,0,22,","6.5",",,0,22,","1.21",",,0,22,","69","3,0,14,","4721","0","715","3,0","2.67",",,,0","19.2",",,,0","39.5","3,0","52.0","3,,,0","26.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-04","0","0","0",",0","11",",0","3",",0","2",",0","2",",0","0",",0","21",",0","0",",0","2",",0","0",",0","22",",0,04,","11",",,0,20,","10.5",",,0,20,","1.54",",,0,20,","79",",0,17,","5369","0","648",",0","2.29",",,,0","12.7",",,,0","43.4",",0","56.1",",,,0","30.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-05","30","0","30","1,0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","2","1,0","33",",0,07,+","0",",,0,31,+","0.0",",,0,31,+","0.16",",,0,25,","91","1,0,30,+","5539","0","169","1,0","0.45",",,,0","0.0",",,,0","60.4","1,0","76.2","1,,,0","44.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-06","108","0","78",",0","17",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","39",",0,10,","0",",,0,30,+","0.0",",,0,30,+","0.32",",,0,01,","92",",0,29,","5601","0","62",",0","1.86",",,,0","0.0",",,,0","65.5",",0","80.3",",,,0","50.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-07","371","0","263",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","52",",0,01,","0",",,0,31,+","0.0",",,0,31,+","0.52",",,0,31,","98",",0,07,","0","0","0",",0","1.67",",,,0","0.0",",,,0","73.5",",0","89.1",",,,0","57.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-08","573","0","202",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","51",",0,30,+","0",",,0,31,+","0.0",",,0,31,+","0.60",",,0,22,","95",",0,28,","1","0","1",",0","2.58",",,,0","0.0",",,,0","71.5",",0","85.6",",,,0","57.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-09","628","0","54","1,0","7",",0","3",",0","1",",0","1",",0","0",",0","4",",0","0","1,0","23","1,0","5","1,0","28",",0,30,","4",",,0,28,","4.0",",,0,28,","0.66",",,0,28,","93","1,0,05,","150","0","149","1,0","1.01",",,,0","4.2",",,,0","61.5","1,0","77.0","1,,,0","45.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-10","628","0","0",",0","11",",0","7",",0","5",",0","2",",0","0",",0","16",",0","1",",0","8",",0","0",",0","20",",0,17,","5",",,0,16,","6.0",",,0,16,","1.83",",,0,04,","77",",0,10,","758","0","607",",0","4.26",",,,0","11.0",",,,0","45.4",",0","57.3",",,,0","33.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-11","628","0","0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","2",",0","0",",0","17",",0,27,","0",",,0,30,+","0.0",",,0,30,+","0.01",",,0,08,","74",",0,02,","1480","0","722",",0","0.01",",,,0","0.0",",,,0","40.9",",0","55.1",",,,0","26.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1984-12","628","0","0",",0","4",",0","1",",0","5",",0","1",",0","0",",0","28",",0","2",",0","0",",0","0",",0","3",",0,14,","4",",,0,14,+","4.0",",,0,13,","0.33",",,0,13,","68",",0,07,","2430","0","950",",0","0.43",",,,0","4.8",",,,0","34.4",",0","48.1",",,,0","20.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-01","0","0","0",",0","9",",0","4",",0","20",",0","3",",0","2",",0","31",",0","9",",0","0",",0","0",",0","-9",",0,31,","8",",,0,01,","7.5",",,0,01,","0.46",",,0,01,","59",",0,17,","3597","0","1168",",0","0.99",",,,0","16.3",",,,0","27.3",",0","40.2",",,,0","14.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-02","0","0","0",",0","7",",0","4",",0","17",",0","5",",0","6",",0","28",",0","6",",0","0",",0","0",",0","-12",",0,01,","5",",,0,26,","4.1",",,0,23,","0.24",",,0,23,","64",",0,19,","4592","0","995",",0","0.89",",,,0","14.6",",,,0","29.5",",0","43.3",",,,0","15.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-03","0","0","0",",0","4",",0","3",",0","5",",0","3",",0","0",",0","23",",0","0",",0","2",",0","0",",0","5",",0,04,","7",",,0,29,","7.0",",,0,29,","0.54",",,0,03,","78",",0,25,","5319","0","726",",0","1.43",",,,0","20.4",",,,0","41.6",",0","55.7",",,,0","27.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-04","6","0","6",",0","9",",0","5",",0","1",",0","0",",0","0",",0","6",",0","0",",0","13",",0","0",",0","26",",0,08,+","1",",,0,25,","0.9",",,0,25,","0.61",",,0,25,","85",",0,15,","5711","0","393",",0","1.83",",,,0","0.9",",,,0","52.1",",0","65.5",",,,0","38.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-05","23","0","17","2,0","11",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0","2,0","20","2,0","0","2,0","31",",0,14,","0",",,0,31,+","0.0",",,0,31,+","0.45",",,0,22,","86","2,0,28,","5886","0","175","2,0","1.38",",,,0","0.0",",,,0","59.6","2,0","74.4","2,,,0","44.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-06",,,,,"7",",0","2",",0","0",",0","0",",0","0",",0","0",",0",,,,,,,"41",",0,27,","0",",,0,30,+","0.0",",,0,30,+","1.16",",,0,26,",,,,,,,"1.92",",,,0","0.0",",,,0",,,,,"53.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-07",,,"207","2,0","17",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","11","2,0","51",",0,27,+","0",",,0,31,+","0.0",",,0,31,+","0.63",",,0,19,","97","2,0,11,","0","0","0","2,0","1.99",",,,0","0.0",",,,0","72.2","2,0","86.0","2,,,0","58.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-08",,,"202","5,0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","26","5,0","17","5,0","45",",0,10,","0",",,0,31,+","0.0",",,0,31,+","0.01",",,0,28,+","96","5,0,31,+","0","0","0","5,0","0.04",",,,0","0.0",",,,0","72.7","5,0","89.4","5,,,0","55.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1985-09",,,"50","5,0","13",",0","8",",0","3",",0","2","1,0","0",",0","6",",0","0","5,0","18","5,0","0","5,0","15",",0,30,","9",",,0,29,+","9.0","1,,0,28,","1.23",",,0,28,","87","5,0,06,+","182","0","182","5,0","2.85",",,,0","11.0","1,,,0","59.6","5,0","73.8","5,,,0","45.5",",,,0"
